id,价格,评价,评价日期,票务类型,评论,,,,
afl476392079,259,5,2017.07.22,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,管理到位，风景优美,,,
afl476392079,259,5,2017.07.22,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,管理到位，风景优美,,,
afl476392079,259,5,2017.07.22,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,管理到位，风景优美,,,
uLy895304726,259,5,2017.07.18,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,换票方便，景色优美，值得一去,,,
wxV797646750,259,4,2017.07.03,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,从上山就开始下雨一直到山底还在下，五彩池挺好看的就是下雨天拍不出效果，水特别清，还看到了小松鼠！,,,
W15136372,259,4,2017.05.26,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,哎 去了九寨沟发现再去黄龙没有什么看的，好多池子水都已经干了。,,,
Zmq879680864,259,2,2017.07.13,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,一般吧，性价比不高，没有九寨沟好看,,,
小怪兽打奥特曼9,259,2,2017.05.28,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,环境挺干净 可能来的不是时节 没有水 走那么远 就几个池有水 枯水期建议就不要开放 或者票价调整一下 简直都没有自己家附近的公园景色好 就是大 花那么多钱 座那么远的车从九寨沟出发 在里面走好几个小时山路看大叔,,,
许九斤,259,5,2017.07.15,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,黄龙还是很美的,,,
董馥宁,259,5,2017.07.13,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,非常好看，非常值得，越走越兴奋的景点,,,
孟美琴1314,259,4,2017.07.02,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,空气不错，但是去的时候是枯水期，没有什么看的，有些失望,,,
小晴天里的大太阳,259,5,2017.05.21,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,虽然是枯水期去的，但还是被黄龙的景色吸引到了！五彩池果然名不虚传～～另外，一定要注意温度！黄龙比九寨沟的海拔还高，所以去之前查好温度，做好防寒、防晒措施！黄龙人很朴实，酒店旁边的超市藏族阿妈很热情,,,
xVD599472347,259,5,2017.06.04,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,水还不够多，希望有机会未来七八九月份能再去。,,,
孟美琴1314,259,4,2017.07.02,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,建议大家6月份以后再去，6月前是枯水期，没有啥好看的,,,
comrobot,259,5,2017.07.02,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,环境优美，交通便利，就是景区无就餐地方。,,,
SunshineDMY,259,5,2017.06.29,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,很漂亮，值得一去。游览时间大概多半天，早起比较冷。,,,
Bdd24882867,259,2,2017.05.03,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,完全没水，没到丰水期去的，景区景色简直贬值到无法忍受，就只看看了水池子！一下索道的那条路特别滑滑滑！好多人都摔倒了，这样感觉很危险啊，毕竟在山上，希望景区改善，还有没有水应该在景区门口写明或者有水了再开放啊，搞不懂景区里没有水的黄龙让大家看什么，光走路了，感觉就去里面散了个步就回了，门票好不值啊…,,,
李姐17A06,259,2,2017.04.29,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,淡季的景色收旺季的价钱，非常不合理，只有五彩池有点点水，其余地方系非常干旱，索道离五彩池还要很耐体力又远的距离，不科学的设计,,,
yPS209150778,259,5,2017.07.01,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,黄九归来不看水！,,,
zQY190627494,259,5,2017.06.25,黄龙风景区手机智能导游讲解（不含门票）,入园前均可购买,五彩池很神奇，可以拍照的景色很多，就是走的有点累哦！,,,
yPS209150778,259,5,2017.07.01,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,非常好，不柱此行！,,,
dKw810098279,259,5,2017.05.18,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,黄龙景区附近的雪山还是很美的，坐索道上去到观景台，可以看到雪宝鼎峰，只是我们来的季节不对，一到五月是黄龙景区的枯水期，很多池里都是没有水的，杜鹃花也都没有开，有些小遗憾…有机会的话，要在六到十月的丰水期再来一次,,,
CLH730422,259,5,2017.06.17,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,风景太美了，用身份证可直接入景区，又有优惠，美团网太好了,,,
CLH730422,259,5,2017.06.17,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,美景，拿身份证直接入内，正赶上优惠券赠送，太划算了,,,
tmW278716077,259,5,2017.06.23,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,炒鸡好看，值得一去！以后会再来！,,,
匿名用户,259,5,2017.06.23,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,黄龙的水是真没,水彩更艳。,,
Smllzhe,259,5,2017.05.06,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,好美的风景，不虚此行,,,
李蓓79,259,1,2017.05.05,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买, ,,,
羌州人qzeman,259,5,2017.05.07,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买, ,,,
NLN970377544,259,5,2017.06.04,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,这个季节不是观看黄龙的最美季节。水太少了，很多地方水都木有。,,,
鞋跋子,259,1,2017.06.05,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,只有五彩池好看 其他好多地方都没水 也敢收旺季门票 ！ 坑 ！！！,,,
TaD847683504,259,5,2017.06.14,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,人间美景，已评价过,,,
繁華痴夢,259,4,2017.06.01,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,应该是去的不是时候吧。感觉就那个五彩池很好。其它很多地方都没有水,,,
miq467007552,259,5,2017.05.31,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,在售票窗口 评身份证取票 方便快捷 风景秀丽,,,
Peng0621佳艳,259,3,2017.05.28,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,景区好多景点水都干了  不是想象中的样子,,,
miq467007552,259,5,2017.05.31,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,取票方便 风景优美,,,
原来世界如此美丽,259,1,2017.05.25,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,不建议大家前往！环境不好！就是不停的爬山什么风景都没有,,,
GmO180776077,259,1,2017.05.28,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,8停车场保安态度恶劣。其他满分，建议丰水期去。,,,
CZ1262,259,5,2017.04.07,黄龙风景名胜区门票+上行索道票（老人票）,请至少提前1天的22点前购买,现在去看的是冬季黄龙，不一样的黄龙风景。就是门票价格在这个季节有点高,,,
匿名用户,259,5,2017.03.04,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,风景很美，下小雪，让景色更好看，就是水给冻住了，哈哈，有点小失望。太晚了，要选季节却，看到的可能会更美，就是不同的季节风景不一样，下次还会再去玩，没有高原反应。和朋友一起去旅游，爬山爬得好累，但是看到美丽的景色也值了,,,
某鸡,259,5,2017.05.27,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,水比较干净 还不错 看水的地方,,,
CZ1262,259,5,2017.04.01,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,冬季的黄龙，不一样的景色。很棒！就是门票在这个季节能便宜点就更完美了,,,
Vrg681630586,259,1,2017.05.21,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,太一般般了。那么贵的门票。不划算。跟九寨沟没法比。,,,
小晴天里的大太阳,259,5,2017.05.21,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,6--10沣水期，黄龙景色会更美！明年还会来哦！,,,
Vrg681630586,259,1,2017.05.21,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,建议大家别去。累成狗不好玩。门票又贵,,,
Vrg681630586,259,1,2017.05.21,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,环境一般。也不好玩。门票死贵。,,,
Vrg681630586,259,1,2017.05.21,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,不好玩。上当了。浪费体力又费钱,,,
Vrg681630586,259,1,2017.05.21,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,不好玩。不好玩。上当了上当了。,,,
Zql2017,259,5,2017.05.14,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,很美，但是其实不需要团购，在当地买票就好！,,,
TDG244157907,259,5,2017.05.09,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,环境好，要在热点去看，太多冰块了，时间没对，枯水季节,,,
癞蛤蟆要吃肉,259,3,2017.05.05,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,枯水期，全程就五彩池有水，这个时候去不值得，不过丰水期应该很好看，值得去,,,
zhang茵,259,3,2017.05.04,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,枯水期，只有山顶上的五彩池有水，还是挺好看，建议过2个月再去。,,,
谭洁1980,259,5,2017.05.07,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,风景很美！有水就更好了！（枯水期）,,,
Lkf626019247,259,2,2017.05.06,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,枯水季，景色一般，不值这个价钱,,,
zhang茵,259,3,2017.05.04,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,联系过2个月去，花也开了，水也多。,,,
WaP540159396,259,3,2017.05.03,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,6月以前的黄龙就是垃圾，没有水一点意思也没有...,,,
Lkf626019247,259,5,2017.05.06,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,枯水季，景色一般,,,
blueshine001,259,5,2017.05.02,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,买了2张学生票用了减20的优惠券，很不错啊,,,
